project_id,user_id,title,role,status,duration_days,tech_stack,start_date
p_00677,u_0148,Project 677,Frontend Engineer,completed,87,CI/CD,2024-10-27
p_00678,u_0148,Project 678,Frontend Engineer,completed,40,Unit Testing,2025-04-14
p_00679,u_0148,Project 679,Frontend Engineer,completed,35,Microservices,2024-06-04
p_00680,u_0148,Project 680,Frontend Engineer,completed,113,HTML/CSS,2025-11-22
p_00681,u_0148,Project 681,Frontend Engineer,completed,50,HTML/CSS,2024-11-24
p_00682,u_0148,Project 682,Frontend Engineer,completed,37,FastAPI,2024-12-22
p_00683,u_0148,Project 683,Frontend Engineer,completed,78,TypeScript,2025-09-07
p_00684,u_0148,Project 684,Frontend Engineer,completed,41,SQL,2024-12-25
p_00685,u_0149,Project 685,Backend Engineer,cancelled,66,REST APIs,2026-03-06
p_00686,u_0149,Project 686,Backend Engineer,in_progress,27,SQL,2024-08-23
p_00687,u_0149,Project 687,Backend Engineer,completed,62,TypeScript,2025-03-13
p_00688,u_0149,Project 688,Backend Engineer,completed,17,Node.js,2025-01-29
p_00689,u_0150,Project 689,Frontend Engineer,completed,110,Python,2026-01-20
p_00690,u_0150,Project 690,Frontend Engineer,completed,19,TypeScript,2025-01-05
p_00691,u_0151,Project 691,DevOps Engineer,completed,111,GraphQL,2025-10-13
p_00692,u_0151,Project 692,DevOps Engineer,completed,57,MongoDB,2025-08-16
p_00693,u_0151,Project 693,DevOps Engineer,completed,101,PostgreSQL,2025-04-21
p_00694,u_0152,Project 694,Full-Stack Engineer,completed,59,PostgreSQL,2024-09-13
p_00695,u_0152,Project 695,Full-Stack Engineer,completed,103,Unit Testing,2024-10-23
p_00696,u_0152,Project 696,Full-Stack Engineer,completed,29,Redis,2025-03-16
p_00697,u_0152,Project 697,Full-Stack Engineer,in_progress,110,Git,2025-06-15
p_00698,u_0152,Project 698,Full-Stack Engineer,completed,101,Microservices,2025-11-12
p_00699,u_0153,Project 699,Full-Stack Engineer,completed,60,React,2025-05-02
p_00700,u_0153,Project 700,Full-Stack Engineer,completed,43,MongoDB,2025-10-12
p_00701,u_0153,Project 701,Full-Stack Engineer,completed,92,Docker,2025-05-25
p_00702,u_0153,Project 702,Full-Stack Engineer,completed,74,TypeScript,2025-07-02
p_00703,u_0153,Project 703,Full-Stack Engineer,completed,38,FastAPI,2025-11-17
p_00704,u_0154,Project 704,Backend Engineer,completed,52,Kubernetes,2025-09-24
p_00705,u_0154,Project 705,Backend Engineer,completed,71,TypeScript,2025-10-09
p_00706,u_0154,Project 706,Backend Engineer,completed,44,Git,2025-01-05
p_00707,u_0155,Project 707,Full-Stack Engineer,cancelled,17,SQL,2025-05-03
p_00708,u_0156,Project 708,Frontend Engineer,completed,99,TypeScript,2024-10-20
p_00709,u_0156,Project 709,Frontend Engineer,in_progress,95,Microservices,2024-09-03
p_00710,u_0156,Project 710,Frontend Engineer,completed,56,Git,2026-01-13
p_00711,u_0156,Project 711,Frontend Engineer,completed,90,Docker,2026-03-24
p_00712,u_0156,Project 712,Frontend Engineer,completed,105,Unit Testing,2026-04-03
p_00713,u_0156,Project 713,Frontend Engineer,completed,85,HTML/CSS,2025-01-27
p_00714,u_0156,Project 714,Frontend Engineer,completed,28,System Design,2024-08-31
p_00715,u_0156,Project 715,Frontend Engineer,completed,57,Node.js,2024-12-12
p_00716,u_0157,Project 716,DevOps Engineer,completed,54,Unit Testing,2026-01-14
p_00717,u_0157,Project 717,DevOps Engineer,completed,53,React,2026-01-28
p_00718,u_0157,Project 718,DevOps Engineer,completed,63,HTML/CSS,2025-04-26
p_00719,u_0158,Project 719,Full-Stack Engineer,completed,27,Unit Testing,2024-06-12
p_00720,u_0158,Project 720,Full-Stack Engineer,completed,72,PostgreSQL,2024-10-29
p_00721,u_0159,Project 721,Backend Engineer,completed,50,FastAPI,2024-07-08
p_00722,u_0159,Project 722,Backend Engineer,completed,53,Redis,2024-10-07
p_00723,u_0159,Project 723,Backend Engineer,completed,104,Node.js,2025-10-05
p_00724,u_0159,Project 724,Backend Engineer,completed,41,Microservices,2025-03-28
p_00725,u_0160,Project 725,Frontend Engineer,completed,105,AWS,2025-01-19
p_00726,u_0160,Project 726,Frontend Engineer,completed,20,SQL,2025-10-15
p_00727,u_0160,Project 727,Frontend Engineer,completed,52,SQL,2024-06-25
p_00728,u_0160,Project 728,Frontend Engineer,completed,57,HTML/CSS,2025-09-30
p_00729,u_0160,Project 729,Frontend Engineer,cancelled,110,Unit Testing,2025-07-08
p_00730,u_0160,Project 730,Frontend Engineer,completed,107,System Design,2025-03-19
p_00731,u_0161,Project 731,Backend Engineer,completed,55,Node.js,2024-07-28
p_00732,u_0161,Project 732,Backend Engineer,in_progress,104,System Design,2025-09-14
p_00733,u_0161,Project 733,Backend Engineer,completed,87,FastAPI,2025-08-29
p_00734,u_0162,Project 734,Backend Engineer,completed,116,AWS,2026-03-31
p_00735,u_0162,Project 735,Backend Engineer,completed,106,Node.js,2024-09-15
p_00736,u_0162,Project 736,Backend Engineer,completed,32,Unit Testing,2025-08-14
p_00737,u_0162,Project 737,Backend Engineer,completed,35,React,2024-09-09
p_00738,u_0162,Project 738,Backend Engineer,completed,74,SQL,2024-07-26
p_00739,u_0162,Project 739,Backend Engineer,completed,79,PostgreSQL,2026-01-31
p_00740,u_0163,Project 740,Backend Engineer,completed,44,Unit Testing,2025-10-16
p_00741,u_0163,Project 741,Backend Engineer,completed,90,SQL,2026-04-02
p_00742,u_0164,Project 742,DevOps Engineer,in_progress,97,Unit Testing,2025-03-11
p_00743,u_0164,Project 743,DevOps Engineer,completed,70,CI/CD,2024-06-14
p_00744,u_0164,Project 744,DevOps Engineer,completed,24,TypeScript,2025-10-16
p_00745,u_0165,Project 745,ML Engineer,completed,87,Microservices,2025-03-10
p_00746,u_0165,Project 746,ML Engineer,completed,26,Node.js,2024-12-05
p_00747,u_0165,Project 747,ML Engineer,completed,96,HTML/CSS,2025-04-04
p_00748,u_0165,Project 748,ML Engineer,completed,26,PostgreSQL,2024-08-07
p_00749,u_0165,Project 749,ML Engineer,completed,115,Kubernetes,2024-12-09
p_00750,u_0166,Project 750,DevOps Engineer,completed,114,Redis,2025-10-16
p_00751,u_0166,Project 751,DevOps Engineer,completed,88,Kubernetes,2026-04-01
p_00752,u_0166,Project 752,DevOps Engineer,completed,110,AWS,2024-10-01
p_00753,u_0166,Project 753,DevOps Engineer,completed,90,SQL,2024-06-08
p_00754,u_0166,Project 754,DevOps Engineer,completed,116,PostgreSQL,2024-10-06
p_00755,u_0166,Project 755,DevOps Engineer,completed,87,AWS,2026-04-02
p_00756,u_0166,Project 756,DevOps Engineer,completed,85,GraphQL,2024-07-08
p_00757,u_0166,Project 757,DevOps Engineer,completed,29,Redis,2025-04-04
p_00758,u_0167,Project 758,Frontend Engineer,completed,19,Redis,2025-03-30
p_00759,u_0167,Project 759,Frontend Engineer,completed,70,FastAPI,2026-01-14
p_00760,u_0167,Project 760,Frontend Engineer,completed,54,Redis,2025-05-29
p_00761,u_0167,Project 761,Frontend Engineer,completed,79,AWS,2024-09-12
p_00762,u_0168,Project 762,Frontend Engineer,completed,52,AWS,2024-10-18
p_00763,u_0168,Project 763,Frontend Engineer,completed,41,Node.js,2025-06-05
p_00764,u_0168,Project 764,Frontend Engineer,completed,107,MongoDB,2025-08-09
p_00765,u_0169,Project 765,ML Engineer,completed,34,Unit Testing,2025-09-13
p_00766,u_0169,Project 766,ML Engineer,completed,46,HTML/CSS,2024-10-27
p_00767,u_0169,Project 767,ML Engineer,completed,23,GraphQL,2026-03-13
p_00768,u_0169,Project 768,ML Engineer,completed,38,CI/CD,2026-01-01
p_00769,u_0169,Project 769,ML Engineer,completed,119,Redis,2026-02-12
p_00770,u_0170,Project 770,Backend Engineer,cancelled,69,Unit Testing,2024-06-29
p_00771,u_0170,Project 771,Backend Engineer,in_progress,45,Docker,2025-03-06
p_00772,u_0170,Project 772,Backend Engineer,completed,28,Kubernetes,2025-07-24
p_00773,u_0170,Project 773,Backend Engineer,completed,95,Docker,2025-06-09
p_00774,u_0170,Project 774,Backend Engineer,in_progress,113,GraphQL,2024-10-30
p_00775,u_0170,Project 775,Backend Engineer,in_progress,42,GraphQL,2024-06-13
p_00776,u_0171,Project 776,ML Engineer,in_progress,114,TypeScript,2024-11-29
p_00777,u_0172,Project 777,DevOps Engineer,completed,58,Node.js,2025-03-18
p_00778,u_0172,Project 778,DevOps Engineer,completed,91,TypeScript,2024-07-22
p_00779,u_0172,Project 779,DevOps Engineer,completed,110,Unit Testing,2024-12-05
p_00780,u_0172,Project 780,DevOps Engineer,completed,108,Kubernetes,2025-12-19
p_00781,u_0172,Project 781,DevOps Engineer,completed,65,Microservices,2026-01-30
p_00782,u_0173,Project 782,Frontend Engineer,completed,98,FastAPI,2024-10-27
p_00783,u_0173,Project 783,Frontend Engineer,completed,108,GraphQL,2024-07-27
p_00784,u_0173,Project 784,Frontend Engineer,in_progress,95,CI/CD,2025-02-13
p_00785,u_0173,Project 785,Frontend Engineer,completed,67,REST APIs,2024-12-07
p_00786,u_0173,Project 786,Frontend Engineer,completed,59,REST APIs,2025-10-30
p_00787,u_0174,Project 787,Frontend Engineer,in_progress,118,Git,2025-04-11
p_00788,u_0174,Project 788,Frontend Engineer,completed,25,System Design,2025-07-24
p_00789,u_0174,Project 789,Frontend Engineer,completed,25,Docker,2024-08-20
p_00790,u_0174,Project 790,Frontend Engineer,completed,25,SQL,2026-01-13
p_00791,u_0174,Project 791,Frontend Engineer,completed,109,System Design,2025-12-22
p_00792,u_0174,Project 792,Frontend Engineer,in_progress,117,Python,2025-08-11
p_00793,u_0174,Project 793,Frontend Engineer,completed,107,FastAPI,2025-10-07
p_00794,u_0174,Project 794,Frontend Engineer,completed,101,Kubernetes,2024-10-08
p_00795,u_0175,Project 795,Full-Stack Engineer,in_progress,109,Python,2025-08-12
p_00796,u_0175,Project 796,Full-Stack Engineer,completed,109,CI/CD,2025-02-08
p_00797,u_0175,Project 797,Full-Stack Engineer,cancelled,98,Redis,2026-02-16
p_00798,u_0176,Project 798,ML Engineer,in_progress,36,Docker,2025-06-13
p_00799,u_0177,Project 799,Backend Engineer,completed,35,CI/CD,2024-09-26
p_00800,u_0177,Project 800,Backend Engineer,completed,100,Git,2025-12-07
p_00801,u_0177,Project 801,Backend Engineer,in_progress,29,System Design,2025-04-05
p_00802,u_0177,Project 802,Backend Engineer,completed,47,AWS,2024-06-05
p_00803,u_0177,Project 803,Backend Engineer,completed,86,Unit Testing,2025-01-11
p_00804,u_0178,Project 804,DevOps Engineer,in_progress,21,CI/CD,2024-06-09
p_00805,u_0178,Project 805,DevOps Engineer,completed,56,System Design,2025-05-31
p_00806,u_0178,Project 806,DevOps Engineer,completed,58,SQL,2025-07-19
p_00807,u_0178,Project 807,DevOps Engineer,completed,26,HTML/CSS,2025-10-19
p_00808,u_0178,Project 808,DevOps Engineer,completed,81,Redis,2024-11-07
p_00809,u_0178,Project 809,DevOps Engineer,completed,76,Python,2024-11-09
p_00810,u_0178,Project 810,DevOps Engineer,completed,46,Git,2025-09-27
p_00811,u_0178,Project 811,DevOps Engineer,completed,52,CI/CD,2025-08-15
p_00812,u_0179,Project 812,DevOps Engineer,completed,70,SQL,2024-10-24
p_00813,u_0180,Project 813,Full-Stack Engineer,in_progress,104,AWS,2024-09-24
p_00814,u_0180,Project 814,Full-Stack Engineer,completed,19,FastAPI,2025-07-12
p_00815,u_0180,Project 815,Full-Stack Engineer,completed,56,React,2024-11-14
p_00816,u_0180,Project 816,Full-Stack Engineer,completed,75,GraphQL,2024-10-02
p_00817,u_0180,Project 817,Full-Stack Engineer,completed,84,Microservices,2024-10-11
p_00818,u_0180,Project 818,Full-Stack Engineer,completed,111,Unit Testing,2025-10-29
p_00819,u_0180,Project 819,Full-Stack Engineer,completed,108,Unit Testing,2024-10-15
p_00820,u_0180,Project 820,Full-Stack Engineer,completed,27,Python,2024-10-10
p_00821,u_0181,Project 821,DevOps Engineer,completed,44,React,2025-05-19
p_00822,u_0181,Project 822,DevOps Engineer,completed,90,Python,2025-08-21
p_00823,u_0181,Project 823,DevOps Engineer,completed,50,Microservices,2024-08-26
p_00824,u_0181,Project 824,DevOps Engineer,completed,45,MongoDB,2024-11-06
p_00825,u_0181,Project 825,DevOps Engineer,completed,37,Git,2025-03-17
p_00826,u_0181,Project 826,DevOps Engineer,completed,47,Git,2025-08-16
p_00827,u_0181,Project 827,DevOps Engineer,completed,104,TypeScript,2025-10-30
p_00828,u_0181,Project 828,DevOps Engineer,completed,38,Node.js,2026-03-09
p_00829,u_0181,Project 829,DevOps Engineer,completed,43,TypeScript,2024-10-16
p_00830,u_0182,Project 830,ML Engineer,in_progress,68,Python,2026-02-24
p_00831,u_0182,Project 831,ML Engineer,completed,20,Unit Testing,2025-07-25
p_00832,u_0182,Project 832,ML Engineer,completed,103,Git,2025-01-16
p_00833,u_0182,Project 833,ML Engineer,completed,75,React,2025-11-07
p_00834,u_0182,Project 834,ML Engineer,completed,20,System Design,2024-09-23
p_00835,u_0182,Project 835,ML Engineer,completed,49,CI/CD,2025-08-05
p_00836,u_0182,Project 836,ML Engineer,completed,20,SQL,2024-07-14
p_00837,u_0183,Project 837,ML Engineer,completed,49,MongoDB,2024-09-14
p_00838,u_0183,Project 838,ML Engineer,completed,46,Microservices,2025-06-10
p_00839,u_0183,Project 839,ML Engineer,completed,28,TypeScript,2024-06-16
p_00840,u_0183,Project 840,ML Engineer,completed,112,FastAPI,2025-05-08
p_00841,u_0183,Project 841,ML Engineer,completed,117,CI/CD,2026-01-27
p_00842,u_0183,Project 842,ML Engineer,completed,61,Git,2026-03-30
p_00843,u_0183,Project 843,ML Engineer,completed,88,Unit Testing,2024-08-31
p_00844,u_0184,Project 844,Frontend Engineer,completed,97,AWS,2024-12-17
p_00845,u_0184,Project 845,Frontend Engineer,completed,26,Docker,2025-12-14
p_00846,u_0184,Project 846,Frontend Engineer,completed,52,Microservices,2024-12-26
p_00847,u_0184,Project 847,Frontend Engineer,completed,33,React,2024-10-11
p_00848,u_0185,Project 848,ML Engineer,in_progress,111,Kubernetes,2025-05-24
p_00849,u_0185,Project 849,ML Engineer,in_progress,71,TypeScript,2025-08-23
p_00850,u_0185,Project 850,ML Engineer,completed,67,Redis,2025-10-31
p_00851,u_0185,Project 851,ML Engineer,completed,35,MongoDB,2025-03-10
p_00852,u_0185,Project 852,ML Engineer,completed,30,System Design,2024-07-19
p_00853,u_0185,Project 853,ML Engineer,in_progress,21,AWS,2025-07-15
p_00854,u_0186,Project 854,Full-Stack Engineer,completed,63,Kubernetes,2025-07-07
p_00855,u_0186,Project 855,Full-Stack Engineer,completed,48,AWS,2024-12-08
p_00856,u_0186,Project 856,Full-Stack Engineer,completed,87,AWS,2026-01-30
p_00857,u_0187,Project 857,DevOps Engineer,completed,106,Redis,2025-02-23
p_00858,u_0187,Project 858,DevOps Engineer,completed,42,System Design,2025-03-04
p_00859,u_0187,Project 859,DevOps Engineer,completed,35,Git,2024-07-19
p_00860,u_0187,Project 860,DevOps Engineer,completed,51,React,2026-03-19
p_00861,u_0187,Project 861,DevOps Engineer,completed,49,FastAPI,2025-03-06
p_00862,u_0187,Project 862,DevOps Engineer,in_progress,20,Git,2025-01-04
p_00863,u_0187,Project 863,DevOps Engineer,completed,14,CI/CD,2026-03-12
p_00864,u_0187,Project 864,DevOps Engineer,completed,61,PostgreSQL,2024-08-27
p_00865,u_0187,Project 865,DevOps Engineer,in_progress,84,GraphQL,2024-10-17
p_00866,u_0188,Project 866,ML Engineer,completed,15,CI/CD,2025-01-13
p_00867,u_0188,Project 867,ML Engineer,completed,49,SQL,2025-02-20
p_00868,u_0188,Project 868,ML Engineer,in_progress,82,Node.js,2024-09-19
p_00869,u_0188,Project 869,ML Engineer,completed,102,Unit Testing,2026-04-03
p_00870,u_0188,Project 870,ML Engineer,completed,94,MongoDB,2025-12-19
p_00871,u_0189,Project 871,ML Engineer,completed,88,Unit Testing,2024-11-09
p_00872,u_0190,Project 872,DevOps Engineer,completed,75,Docker,2025-10-23
p_00873,u_0190,Project 873,DevOps Engineer,completed,37,SQL,2024-12-13
p_00874,u_0190,Project 874,DevOps Engineer,completed,107,SQL,2026-03-28
p_00875,u_0190,Project 875,DevOps Engineer,completed,53,SQL,2024-12-01
p_00876,u_0190,Project 876,DevOps Engineer,completed,101,MongoDB,2024-12-12
p_00877,u_0190,Project 877,DevOps Engineer,completed,23,HTML/CSS,2025-02-09
p_00878,u_0190,Project 878,DevOps Engineer,completed,96,Unit Testing,2024-09-13
p_00879,u_0190,Project 879,DevOps Engineer,completed,31,Python,2026-02-10
p_00880,u_0191,Project 880,ML Engineer,completed,15,React,2024-10-16
p_00881,u_0191,Project 881,ML Engineer,completed,24,GraphQL,2024-10-27
p_00882,u_0191,Project 882,ML Engineer,in_progress,90,Python,2024-06-12
p_00883,u_0191,Project 883,ML Engineer,in_progress,27,Kubernetes,2025-05-15
p_00884,u_0191,Project 884,ML Engineer,in_progress,24,AWS,2024-10-23
p_00885,u_0191,Project 885,ML Engineer,completed,86,REST APIs,2024-11-17
p_00886,u_0192,Project 886,Frontend Engineer,completed,83,GraphQL,2026-03-07
p_00887,u_0192,Project 887,Frontend Engineer,completed,16,React,2024-09-16
p_00888,u_0193,Project 888,ML Engineer,in_progress,67,FastAPI,2024-06-04
p_00889,u_0193,Project 889,ML Engineer,in_progress,17,Git,2025-08-14
p_00890,u_0193,Project 890,ML Engineer,completed,59,System Design,2025-01-20
p_00891,u_0193,Project 891,ML Engineer,in_progress,101,Unit Testing,2024-09-26
p_00892,u_0193,Project 892,ML Engineer,completed,28,Git,2024-09-15
p_00893,u_0194,Project 893,Backend Engineer,completed,60,Docker,2024-07-17
p_00894,u_0194,Project 894,Backend Engineer,completed,36,HTML/CSS,2025-11-28
p_00895,u_0195,Project 895,DevOps Engineer,in_progress,101,System Design,2026-03-04
p_00896,u_0195,Project 896,DevOps Engineer,completed,58,TypeScript,2025-03-07
p_00897,u_0195,Project 897,DevOps Engineer,in_progress,98,CI/CD,2025-03-01
p_00898,u_0195,Project 898,DevOps Engineer,completed,105,Docker,2024-06-05
p_00899,u_0196,Project 899,Frontend Engineer,completed,106,Microservices,2024-08-10
p_00900,u_0196,Project 900,Frontend Engineer,completed,68,GraphQL,2024-10-29
p_00901,u_0196,Project 901,Frontend Engineer,completed,30,SQL,2025-07-02
p_00902,u_0196,Project 902,Frontend Engineer,completed,77,HTML/CSS,2025-10-08
p_00903,u_0197,Project 903,DevOps Engineer,completed,97,Git,2025-06-30
p_00904,u_0197,Project 904,DevOps Engineer,completed,77,Kubernetes,2025-12-01
p_00905,u_0197,Project 905,DevOps Engineer,completed,82,Git,2025-07-01
p_00906,u_0197,Project 906,DevOps Engineer,completed,105,HTML/CSS,2025-11-24
p_00907,u_0197,Project 907,DevOps Engineer,completed,102,Git,2024-08-31
p_00908,u_0197,Project 908,DevOps Engineer,completed,14,AWS,2024-06-20
p_00909,u_0198,Project 909,ML Engineer,completed,58,CI/CD,2024-10-23
p_00910,u_0198,Project 910,ML Engineer,completed,32,Kubernetes,2025-08-08
p_00911,u_0198,Project 911,ML Engineer,completed,119,Git,2024-07-30
p_00912,u_0198,Project 912,ML Engineer,completed,29,FastAPI,2025-06-24
p_00913,u_0198,Project 913,ML Engineer,completed,103,HTML/CSS,2025-06-18
p_00914,u_0198,Project 914,ML Engineer,completed,27,Node.js,2024-08-17
p_00915,u_0199,Project 915,Backend Engineer,completed,24,Git,2024-08-20
p_00916,u_0199,Project 916,Backend Engineer,completed,120,HTML/CSS,2024-11-03
p_00917,u_0199,Project 917,Backend Engineer,completed,74,FastAPI,2025-11-25
p_00918,u_0199,Project 918,Backend Engineer,completed,52,Microservices,2025-07-29
p_00919,u_0199,Project 919,Backend Engineer,completed,70,Python,2025-03-23
p_00920,u_0199,Project 920,Backend Engineer,completed,21,React,2026-02-11
p_00921,u_0199,Project 921,Backend Engineer,completed,78,SQL,2024-06-14
p_00922,u_0200,Project 922,ML Engineer,completed,47,Node.js,2025-10-29
p_00923,u_0200,Project 923,ML Engineer,completed,43,HTML/CSS,2024-11-10
p_00924,u_0200,Project 924,ML Engineer,completed,25,Redis,2025-06-24
p_00925,u_0200,Project 925,ML Engineer,cancelled,30,AWS,2025-07-18
p_00926,u_0200,Project 926,ML Engineer,completed,42,Unit Testing,2024-12-08
p_00927,u_0200,Project 927,ML Engineer,completed,85,MongoDB,2024-08-21
p_00928,u_0200,Project 928,ML Engineer,completed,73,Microservices,2025-04-19
p_00929,u_0200,Project 929,ML Engineer,completed,65,Unit Testing,2024-11-18
