tasks_assigned,tasks_completed,overdue_tasks,quality_score,teamwork_score,attendance_rate,feedback_text,skill_match_score,avg_rating,availability_score,project_similarity,final_rating
8,7,1,5.0,4.9,0.94,Needs improvement in deadlines,1.0,3.8,0.56,0.47,4.52
16,11,2,4.0,4.0,0.76,Needs improvement in deadlines,0.85,4.4,0.69,0.78,3.89
13,5,2,4.3,3.1,0.78,Very committed and reliable,0.51,3.2,0.86,0.75,3.09
5,2,0,4.5,4.6,0.66,Good but not consistent,0.52,4.8,0.51,0.82,3.71
20,0,11,3.3,4.1,0.81,Needs improvement in deadlines,0.97,3.2,0.44,0.59,2.53
6,3,1,3.9,2.8,0.99,Very committed and reliable,0.74,4.7,0.89,0.9,3.52
19,2,1,4.2,3.9,0.84,Outstanding contribution,0.42,3.3,0.59,0.54,2.86
9,6,0,3.7,4.4,0.9,Late submission and weak teamwork,0.73,3.8,0.32,0.93,3.83
15,1,6,4.6,3.6,0.73,Late submission and weak teamwork,0.85,2.9,0.79,0.62,2.69
9,8,0,4.6,4.4,0.99,Late submission and weak teamwork,0.71,3.6,0.32,0.71,4.35
17,3,3,4.3,2.1,0.71,Good but not consistent,0.48,4.2,0.81,0.84,2.74
15,7,2,4.4,4.5,0.83,Needs improvement in deadlines,0.63,4.3,0.75,0.94,3.75
6,4,1,2.1,4.5,0.65,Excellent performance and teamwork,0.41,3.5,0.44,0.76,3.35
15,12,0,2.1,3.1,0.93,Late submission and weak teamwork,0.44,4.9,0.92,0.76,3.69
7,6,0,4.8,4.4,0.85,Needs improvement in deadlines,0.74,3.3,0.75,0.95,4.21
12,12,0,2.3,4.9,0.65,Good but not consistent,0.64,3.7,0.7,0.76,4.0
5,0,4,2.3,3.5,0.62,Very committed and reliable,0.73,3.3,0.79,0.7,2.13
7,4,3,3.5,4.1,0.95,Late submission and weak teamwork,0.73,2.9,0.79,0.7,3.43
8,7,1,4.2,4.6,0.91,Good but not consistent,0.74,3.3,0.35,0.87,4.19
14,0,1,4.4,3.2,0.95,Outstanding contribution,0.96,3.5,0.75,0.52,2.7
15,0,2,2.8,3.0,0.8,Outstanding contribution,0.52,4.8,0.7,0.53,2.52
9,5,4,2.6,3.7,0.69,Excellent performance and teamwork,0.43,4.4,0.51,0.44,3.32
12,2,1,2.3,3.0,0.64,Excellent performance and teamwork,0.9,3.8,0.68,0.69,2.39
8,8,0,2.0,3.1,0.61,Late submission and weak teamwork,0.64,4.7,0.79,0.79,3.77
10,1,2,3.7,3.4,0.83,Good but not consistent,0.71,4.6,0.9,0.83,2.91
19,17,2,3.2,4.5,0.83,Needs improvement in deadlines,0.66,4.8,0.54,0.5,4.26
13,10,3,2.3,3.5,0.96,Needs improvement in deadlines,0.81,3.6,0.84,0.59,3.51
7,2,1,3.3,4.5,0.86,Excellent performance and teamwork,0.61,4.4,0.52,0.91,3.3
8,2,5,3.7,4.7,0.64,Excellent performance and teamwork,0.43,2.8,0.33,0.42,2.94
18,8,5,2.8,2.5,0.96,Late submission and weak teamwork,0.6,2.6,0.32,0.68,2.73
7,2,5,4.9,3.5,1.0,Good but not consistent,0.93,3.0,0.85,0.5,3.21
6,5,1,2.3,4.6,0.6,Excellent performance and teamwork,0.97,2.9,0.66,0.43,3.51
11,0,4,3.1,4.9,0.92,Needs improvement in deadlines,0.73,4.0,0.93,0.45,2.86
7,7,0,4.6,3.6,0.73,Excellent performance and teamwork,0.56,5.0,0.88,0.45,4.5
14,4,10,3.7,3.3,0.76,Needs improvement in deadlines,0.43,3.0,0.79,0.54,2.81
17,0,5,4.1,3.1,0.89,Late submission and weak teamwork,0.49,2.8,0.61,0.73,2.44
6,4,0,2.4,3.4,0.64,Good but not consistent,0.7,2.7,0.85,0.82,3.02
10,9,0,3.3,2.9,0.94,Very committed and reliable,0.79,4.3,0.72,0.87,3.92
13,1,1,3.2,3.7,0.91,Good but not consistent,0.53,4.7,0.47,0.91,2.89
8,1,6,4.0,3.2,0.73,Late submission and weak teamwork,0.85,2.7,0.66,0.91,2.53
10,2,8,3.5,2.8,0.79,Good but not consistent,0.76,4.8,0.8,0.59,2.92
17,10,6,3.8,2.5,0.92,Excellent performance and teamwork,0.41,4.1,0.92,0.76,3.42
12,9,3,2.3,3.5,0.68,Needs improvement in deadlines,0.6,2.9,0.82,0.77,3.21
14,11,3,3.1,2.8,0.89,Excellent performance and teamwork,0.5,3.6,0.55,0.64,3.52
6,6,0,2.2,2.0,0.83,Needs improvement in deadlines,0.52,3.9,0.4,0.98,3.54
15,0,14,3.6,4.6,0.91,Late submission and weak teamwork,0.82,4.6,0.98,0.47,3.02
6,6,0,2.9,3.5,0.93,Outstanding contribution,0.85,3.9,0.61,0.65,4.03
18,9,3,4.6,3.6,0.69,Very committed and reliable,0.85,3.9,0.92,0.67,3.52
18,9,0,3.4,3.1,0.78,Needs improvement in deadlines,0.95,4.3,0.31,0.84,3.3
12,5,4,4.3,2.5,0.72,Excellent performance and teamwork,0.41,4.5,0.81,0.69,3.24
9,7,0,3.8,3.6,0.9,Outstanding contribution,0.97,3.8,0.66,0.83,3.86
12,4,1,2.1,3.7,0.87,Excellent performance and teamwork,0.62,3.1,0.39,0.58,2.72
12,6,2,2.8,4.1,0.86,Good but not consistent,0.76,4.8,0.62,0.79,3.52
17,14,1,3.3,2.8,1.0,Late submission and weak teamwork,0.57,3.5,0.79,0.86,3.66
9,7,1,4.0,3.6,0.94,Good but not consistent,0.59,3.7,0.43,0.67,3.9
5,0,0,2.1,2.3,0.72,Excellent performance and teamwork,0.95,4.4,0.71,0.74,2.12
6,6,0,3.8,2.3,0.92,Needs improvement in deadlines,0.78,5.0,0.96,0.49,4.18
19,2,9,2.3,2.8,0.61,Outstanding contribution,0.72,4.9,0.59,0.92,2.46
19,4,7,3.0,4.9,0.98,Late submission and weak teamwork,0.63,4.4,0.33,0.94,3.27
10,5,3,3.2,3.5,0.64,Very committed and reliable,0.9,3.7,0.95,0.86,3.15
11,9,1,2.2,3.2,0.77,Very committed and reliable,0.71,3.2,0.59,0.8,3.33
7,2,5,2.2,2.4,0.76,Good but not consistent,0.91,3.8,0.75,0.59,2.49
14,3,6,2.3,4.0,0.87,Late submission and weak teamwork,0.43,2.8,0.59,0.97,2.58
20,2,16,3.4,2.8,0.81,Late submission and weak teamwork,0.9,3.8,0.65,0.79,2.56
8,0,4,2.6,2.0,0.64,Very committed and reliable,0.53,3.2,0.47,0.82,1.88
13,2,9,4.9,4.6,0.64,Outstanding contribution,0.54,3.3,0.93,0.8,3.11
15,4,9,3.3,3.3,0.87,Good but not consistent,0.67,4.1,0.64,0.52,2.98
14,11,0,2.5,4.0,0.87,Very committed and reliable,0.83,2.6,0.55,0.49,3.43
19,0,0,4.6,4.9,0.95,Late submission and weak teamwork,0.74,3.4,0.68,0.94,3.06
13,2,7,3.2,3.3,0.85,Late submission and weak teamwork,0.65,3.6,0.65,0.76,2.68
8,5,0,2.2,2.8,0.89,Needs improvement in deadlines,0.62,3.7,0.59,0.43,3.12
10,0,1,2.4,2.5,0.84,Very committed and reliable,0.94,3.0,0.97,0.73,2.0
12,9,1,4.6,2.3,0.6,Needs improvement in deadlines,0.68,2.9,0.53,0.83,3.38
9,8,0,2.1,2.3,0.83,Excellent performance and teamwork,0.94,4.7,0.82,0.64,3.57
20,20,0,2.7,4.0,0.71,Very committed and reliable,0.85,4.3,0.77,0.43,4.05
16,14,2,3.8,4.8,0.82,Outstanding contribution,0.77,2.9,0.39,0.76,4.02
19,2,7,3.5,2.5,0.81,Late submission and weak teamwork,0.51,4.2,0.4,0.88,2.6
5,0,4,3.8,4.2,0.73,Very committed and reliable,0.43,3.4,0.52,0.79,2.65
19,11,8,3.6,3.6,0.95,Late submission and weak teamwork,0.53,2.9,0.95,0.86,3.36
10,1,6,2.3,3.8,0.82,Needs improvement in deadlines,0.46,4.9,0.97,0.78,2.76
19,19,0,4.0,4.0,0.84,Very committed and reliable,0.79,4.8,0.7,0.56,4.48
8,2,3,3.5,2.6,0.8,Outstanding contribution,0.96,3.2,0.88,0.58,2.64
11,6,3,4.7,4.8,1.0,Very committed and reliable,0.62,4.1,0.95,0.43,4.04
19,12,3,3.5,2.7,0.98,Needs improvement in deadlines,0.94,2.9,0.87,0.61,3.26
10,6,3,4.8,2.6,0.91,Good but not consistent,0.91,2.8,0.9,0.76,3.4
16,0,8,4.1,3.2,0.77,Good but not consistent,0.95,4.8,0.52,0.47,2.8
18,16,1,3.7,4.8,0.61,Very committed and reliable,0.84,4.2,0.61,0.67,4.18
15,8,1,2.9,2.0,0.95,Late submission and weak teamwork,0.77,4.6,0.66,0.65,3.17
11,8,2,3.0,3.4,0.86,Needs improvement in deadlines,0.65,2.7,0.65,0.97,3.34
18,13,0,4.1,4.1,0.98,Outstanding contribution,0.62,3.8,0.69,0.66,3.97
6,4,1,3.1,4.3,0.71,Outstanding contribution,0.79,3.6,0.64,0.84,3.56
13,3,1,3.7,4.6,0.67,Very committed and reliable,0.97,2.7,0.41,0.7,2.88
5,2,0,4.7,4.7,0.71,Good but not consistent,0.94,2.5,0.91,0.51,3.33
9,2,1,3.0,3.7,0.91,Needs improvement in deadlines,0.56,2.6,0.36,0.72,2.65
16,8,6,2.5,3.0,0.81,Good but not consistent,0.77,5.0,0.65,0.97,3.26
20,6,5,4.2,4.7,0.63,Late submission and weak teamwork,0.87,4.8,0.38,0.99,3.5
6,6,0,2.6,4.5,0.76,Excellent performance and teamwork,0.59,4.7,0.46,0.69,4.24
19,12,2,3.8,4.6,0.99,Outstanding contribution,0.7,4.0,0.89,0.57,3.92
12,10,0,4.8,3.2,0.67,Needs improvement in deadlines,0.59,4.2,1.0,0.65,4.03
7,3,2,2.2,3.0,0.62,Needs improvement in deadlines,0.66,3.2,0.66,0.58,2.63
6,2,0,2.7,2.2,0.93,Excellent performance and teamwork,0.7,2.6,0.51,0.47,2.46
19,15,0,2.8,4.5,0.95,Late submission and weak teamwork,0.76,4.4,0.97,0.66,4.0
8,5,2,4.2,4.1,0.79,Very committed and reliable,0.66,2.5,0.7,0.86,3.49
18,12,6,3.0,4.0,0.98,Good but not consistent,0.66,4.7,0.45,0.94,3.83
10,3,6,4.3,3.4,0.84,Late submission and weak teamwork,0.74,4.4,0.79,0.53,3.29
17,13,0,2.4,2.1,0.61,Late submission and weak teamwork,0.93,3.1,0.48,0.43,2.97
14,8,1,2.3,4.0,0.89,Good but not consistent,0.69,4.9,0.8,0.9,3.54
13,12,0,3.4,2.8,0.73,Good but not consistent,0.66,2.5,0.82,0.88,3.49
7,3,1,3.9,3.6,0.62,Very committed and reliable,0.93,3.2,1.0,0.63,3.09
20,19,1,4.4,2.5,0.75,Late submission and weak teamwork,0.86,3.9,0.84,0.82,3.96
20,17,1,4.6,3.6,0.63,Late submission and weak teamwork,0.41,4.5,0.7,0.71,4.13
12,7,5,4.5,2.5,0.96,Very committed and reliable,0.96,3.4,0.92,0.86,3.44
9,1,7,3.0,3.7,0.85,Good but not consistent,0.74,4.3,0.61,0.99,2.79
15,10,5,4.3,3.0,0.91,Needs improvement in deadlines,0.7,4.8,0.98,0.62,3.88
20,11,6,4.7,2.3,0.95,Needs improvement in deadlines,0.97,5.0,0.86,0.8,3.7
12,6,2,4.7,3.1,0.94,Very committed and reliable,0.75,4.0,0.78,0.52,3.58
17,1,5,3.3,4.6,0.65,Outstanding contribution,0.52,3.2,0.46,0.89,2.63
19,14,3,3.9,4.1,0.67,Needs improvement in deadlines,0.86,3.9,0.41,0.5,3.82
11,6,3,4.6,2.1,0.63,Late submission and weak teamwork,0.49,2.8,0.66,0.69,3.03
5,3,2,2.4,2.4,0.6,Good but not consistent,0.78,3.7,0.48,0.91,2.9
6,6,0,4.3,2.2,0.9,Outstanding contribution,0.63,4.8,0.57,0.73,4.21
9,6,2,2.9,4.9,0.78,Late submission and weak teamwork,1.0,3.0,0.96,0.74,3.55
11,3,3,3.8,3.6,0.65,Very committed and reliable,0.61,4.9,0.47,0.4,3.19
13,4,3,4.9,2.1,0.9,Needs improvement in deadlines,0.91,4.8,0.99,0.44,3.27
6,2,3,4.8,2.6,0.74,Needs improvement in deadlines,1.0,3.2,0.4,0.46,2.99
11,4,4,4.9,4.2,0.8,Good but not consistent,0.44,4.7,0.67,0.79,3.71
17,17,0,3.1,2.2,0.76,Good but not consistent,0.48,4.9,0.56,0.91,3.92
14,5,2,3.7,3.1,0.62,Excellent performance and teamwork,0.76,4.5,0.78,0.84,3.11
18,13,4,2.7,2.9,0.93,Outstanding contribution,0.51,3.2,0.61,0.49,3.31
16,13,2,2.7,4.2,0.96,Outstanding contribution,0.93,5.0,0.92,1.0,4.08
19,12,3,2.9,2.1,0.64,Needs improvement in deadlines,0.66,3.9,0.75,0.54,3.05
11,7,1,2.9,3.6,0.97,Excellent performance and teamwork,0.91,3.4,0.4,0.44,3.42
7,7,0,4.3,4.3,0.62,Outstanding contribution,0.52,3.7,0.38,0.92,4.27
11,2,2,2.9,2.1,0.83,Outstanding contribution,0.88,2.8,0.75,0.79,2.25
11,5,5,4.5,4.8,0.98,Outstanding contribution,0.53,3.9,0.67,0.59,3.81
18,15,3,2.5,4.9,0.83,Very committed and reliable,0.72,3.9,0.55,0.6,3.92
17,16,0,3.3,2.3,0.69,Excellent performance and teamwork,0.49,3.4,0.72,0.84,3.56
18,1,6,2.9,3.2,0.66,Outstanding contribution,0.65,2.7,0.78,0.72,2.17
13,10,2,2.8,4.7,0.94,Good but not consistent,0.71,2.5,0.37,0.53,3.62
15,6,8,4.3,4.9,0.68,Outstanding contribution,0.66,3.3,0.62,0.86,3.44
7,0,0,3.6,4.1,0.84,Outstanding contribution,0.57,4.8,0.53,0.41,2.92
6,0,0,3.0,2.9,0.65,Needs improvement in deadlines,0.71,4.5,0.63,0.68,2.41
11,11,0,2.3,2.2,0.75,Needs improvement in deadlines,0.83,2.6,0.56,0.52,3.29
15,10,3,4.3,3.9,0.79,Very committed and reliable,0.55,4.5,0.42,0.52,3.93
10,4,0,4.7,3.4,0.78,Late submission and weak teamwork,0.67,4.2,0.5,0.57,3.45
12,8,3,3.3,4.5,0.96,Outstanding contribution,0.92,3.1,0.89,0.68,3.66
5,4,1,2.4,4.1,0.9,Excellent performance and teamwork,0.76,2.8,0.51,0.78,3.51
12,9,3,2.8,3.5,0.89,Outstanding contribution,0.75,3.3,0.56,0.47,3.49
12,6,6,3.8,4.4,0.78,Outstanding contribution,0.79,4.8,0.84,0.97,3.74
6,0,5,4.4,4.7,0.98,Outstanding contribution,0.87,3.8,0.42,0.56,3.07
20,19,0,4.7,4.9,0.67,Needs improvement in deadlines,0.51,2.9,0.7,0.49,4.26
13,12,0,3.0,2.8,0.62,Good but not consistent,0.9,4.3,0.48,0.64,3.71
7,6,1,3.3,2.1,0.63,Very committed and reliable,0.84,2.7,0.68,0.42,3.22
14,1,3,3.1,4.3,0.86,Excellent performance and teamwork,0.84,3.8,0.92,0.84,2.78
17,4,0,4.1,3.6,0.66,Needs improvement in deadlines,0.99,4.9,0.97,0.58,3.2
12,1,1,3.3,2.0,0.63,Late submission and weak teamwork,0.85,3.6,0.66,0.62,2.22
18,13,4,4.7,4.6,0.86,Good but not consistent,0.88,4.2,0.95,0.97,4.21
7,4,3,3.6,2.6,0.98,Late submission and weak teamwork,0.72,4.9,0.5,0.91,3.57
9,5,0,2.1,2.2,0.6,Needs improvement in deadlines,0.41,3.9,0.33,0.93,2.77
19,16,0,2.8,4.8,0.71,Outstanding contribution,0.86,2.5,0.58,0.47,3.64
9,9,0,4.2,4.9,0.98,Needs improvement in deadlines,0.81,4.5,0.44,0.57,4.71
17,10,1,5.0,3.6,0.82,Needs improvement in deadlines,0.66,4.9,0.47,0.78,3.99
5,2,3,2.9,2.7,0.91,Outstanding contribution,0.48,4.6,0.81,0.42,3.09
7,1,2,2.6,3.6,0.92,Excellent performance and teamwork,0.94,2.8,0.6,0.87,2.47
7,3,2,4.0,4.9,0.65,Needs improvement in deadlines,0.81,3.1,0.32,0.86,3.37
20,13,0,4.6,4.3,0.63,Excellent performance and teamwork,0.83,2.5,0.91,0.74,3.57
14,8,4,2.4,4.7,0.67,Needs improvement in deadlines,0.85,2.7,0.67,0.55,3.15
10,2,5,2.2,3.8,0.98,Excellent performance and teamwork,0.76,2.8,0.42,0.43,2.55
20,9,7,3.4,3.4,0.96,Excellent performance and teamwork,0.91,3.0,0.64,0.8,3.12
7,1,5,2.5,2.9,0.74,Late submission and weak teamwork,0.72,4.3,0.55,0.93,2.52
8,1,1,2.9,3.1,0.66,Good but not consistent,0.62,3.9,0.65,0.56,2.5
13,13,0,2.1,3.7,0.72,Needs improvement in deadlines,0.66,4.2,0.74,0.92,3.86
16,15,1,3.4,3.1,0.71,Outstanding contribution,0.99,3.4,0.99,0.47,3.74
14,6,3,2.6,3.2,0.78,Needs improvement in deadlines,0.88,2.7,0.41,0.52,2.73
15,4,4,2.9,2.5,0.79,Good but not consistent,0.94,4.8,0.57,0.57,2.83
5,3,0,4.1,3.3,0.9,Excellent performance and teamwork,0.79,3.6,0.98,0.64,3.55
5,1,4,2.5,3.7,0.84,Very committed and reliable,0.92,4.8,0.48,0.7,2.92
6,2,0,2.2,4.1,0.8,Very committed and reliable,0.51,4.5,0.41,0.57,3.06
7,6,1,2.0,3.8,0.89,Outstanding contribution,0.65,2.8,0.62,0.77,3.45
8,4,1,3.2,2.7,0.73,Late submission and weak teamwork,0.99,3.4,0.73,0.76,2.98
17,17,0,3.1,2.8,0.65,Good but not consistent,0.59,2.6,0.31,0.93,3.53
14,10,0,4.7,4.0,0.86,Very committed and reliable,0.94,5.0,0.92,0.69,4.24
6,5,1,4.5,3.6,0.99,Outstanding contribution,0.5,4.7,0.88,0.74,4.31
8,5,2,4.7,3.0,0.76,Good but not consistent,0.83,3.4,0.46,0.41,3.54
19,19,0,2.3,2.4,0.96,Needs improvement in deadlines,0.49,4.2,0.76,0.88,3.76
13,10,1,2.5,4.7,0.77,Excellent performance and teamwork,0.42,3.6,0.6,0.41,3.7
16,3,0,2.4,3.1,0.87,Needs improvement in deadlines,0.43,4.9,0.69,0.42,2.8
10,5,1,2.2,4.5,0.91,Outstanding contribution,0.93,3.3,0.82,0.67,3.21
20,11,2,2.4,3.2,0.69,Outstanding contribution,0.69,3.7,0.64,0.49,3.03
6,4,1,2.3,3.9,0.94,Good but not consistent,0.45,4.4,0.44,0.61,3.59
16,2,1,3.8,3.3,0.81,Late submission and weak teamwork,0.64,3.0,0.51,0.66,2.61
5,2,1,2.1,4.5,0.72,Excellent performance and teamwork,0.92,4.6,0.31,0.96,3.2
17,17,0,3.8,2.1,0.7,Late submission and weak teamwork,0.93,3.9,0.94,0.52,3.81
16,8,4,4.0,2.9,0.62,Outstanding contribution,0.71,4.3,0.47,0.98,3.3
6,5,0,3.8,3.7,0.6,Good but not consistent,0.94,4.9,0.69,0.91,4.03
17,12,1,3.5,2.9,0.61,Excellent performance and teamwork,0.92,3.5,0.49,0.55,3.34
19,0,5,4.5,3.9,0.86,Excellent performance and teamwork,0.65,4.1,0.36,0.42,2.93
9,9,0,3.5,3.0,0.92,Late submission and weak teamwork,0.71,4.0,0.53,0.79,4.06
10,4,3,3.8,2.5,0.77,Late submission and weak teamwork,0.55,4.1,0.71,0.47,3.06
16,3,2,2.6,4.9,0.65,Outstanding contribution,0.47,4.8,0.74,0.65,3.07
9,7,2,2.2,3.5,0.73,Good but not consistent,0.42,4.3,0.66,0.76,3.53
6,5,1,4.2,4.6,0.88,Excellent performance and teamwork,0.87,3.2,0.85,0.47,4.09
16,9,6,4.8,2.6,0.77,Outstanding contribution,0.76,3.6,0.44,0.55,3.43
16,13,2,4.8,3.6,0.79,Very committed and reliable,0.41,4.4,0.95,0.44,4.17
17,12,1,3.2,2.3,0.7,Excellent performance and teamwork,0.73,4.7,0.84,0.44,3.45
9,6,3,3.4,2.6,0.63,Late submission and weak teamwork,0.62,2.7,0.9,0.73,3.06
12,2,4,4.2,3.3,0.89,Late submission and weak teamwork,0.82,4.8,0.85,0.48,3.16
13,7,4,2.9,3.6,0.81,Outstanding contribution,0.97,4.7,0.5,0.7,3.45
15,12,2,4.4,3.0,0.91,Outstanding contribution,0.82,2.6,0.35,0.45,3.66
14,0,8,3.1,3.4,0.67,Outstanding contribution,0.79,4.7,0.94,0.97,2.58
5,0,5,2.0,2.6,0.81,Good but not consistent,0.8,4.8,0.79,0.43,2.29
14,3,11,2.6,4.1,0.71,Very committed and reliable,0.53,4.7,0.79,0.68,2.96
20,3,7,4.5,3.0,0.74,Very committed and reliable,0.92,4.1,0.9,0.52,2.92
16,0,16,2.5,3.0,0.9,Late submission and weak teamwork,0.51,4.2,0.44,0.63,2.39
15,10,1,4.6,2.5,0.85,Good but not consistent,0.84,3.4,0.63,0.75,3.52
11,7,1,3.3,2.3,0.64,Late submission and weak teamwork,0.65,4.9,0.5,0.91,3.37
15,6,5,3.6,2.1,0.98,Excellent performance and teamwork,0.93,3.4,0.93,0.86,2.91
10,8,2,3.8,3.3,0.69,Very committed and reliable,0.51,4.4,0.42,1.0,3.84
12,7,2,2.0,4.4,0.73,Good but not consistent,0.48,2.6,0.35,0.7,3.04
6,0,0,4.1,4.4,0.9,Late submission and weak teamwork,0.68,2.7,0.41,0.77,2.69
14,3,0,4.4,4.0,0.78,Needs improvement in deadlines,0.59,4.9,0.75,0.78,3.37
15,15,0,4.0,4.1,0.8,Outstanding contribution,0.88,2.9,0.68,0.94,4.1
11,2,4,2.7,4.4,0.84,Outstanding contribution,0.65,4.4,0.63,0.73,2.99
20,13,6,2.6,2.1,0.92,Outstanding contribution,0.51,4.3,0.69,0.46,3.23
19,12,3,3.6,2.9,0.98,Outstanding contribution,0.88,3.4,0.81,0.41,3.42
14,4,7,3.3,4.0,0.82,Needs improvement in deadlines,0.82,4.0,0.88,0.65,3.1
9,5,0,5.0,2.8,0.96,Good but not consistent,0.46,3.6,0.82,0.62,3.59
7,2,3,4.0,4.3,0.97,Very committed and reliable,0.99,3.1,0.4,0.92,3.19
19,11,4,2.7,4.6,0.65,Very committed and reliable,0.89,4.9,0.51,0.47,3.63
20,0,10,4.2,4.8,0.99,Good but not consistent,0.6,3.6,0.6,0.84,3.02
6,1,5,3.0,4.2,0.78,Very committed and reliable,0.55,2.9,0.84,0.73,2.66
17,9,8,4.9,4.1,0.62,Very committed and reliable,0.5,3.4,0.94,1.0,3.58
19,1,13,2.1,4.1,0.82,Outstanding contribution,0.71,2.8,0.57,0.92,2.29
10,2,5,4.0,2.6,0.92,Late submission and weak teamwork,0.87,4.1,0.77,0.51,2.9
15,8,5,3.1,3.9,0.9,Needs improvement in deadlines,0.88,4.7,0.73,0.69,3.59
13,11,2,2.5,4.5,0.63,Excellent performance and teamwork,0.51,3.3,0.63,0.64,3.64
17,12,2,2.7,2.5,0.94,Excellent performance and teamwork,0.98,3.1,0.82,0.96,3.19
17,11,1,4.6,4.3,0.96,Late submission and weak teamwork,0.5,4.9,0.34,0.99,4.21
17,9,8,2.5,2.9,0.7,Outstanding contribution,0.42,4.3,0.47,0.46,3.08
5,4,0,4.1,2.4,0.68,Needs improvement in deadlines,0.86,2.6,0.77,0.95,3.36
14,7,4,3.6,4.4,0.6,Very committed and reliable,0.65,4.9,0.31,0.77,3.63
6,1,0,4.0,2.7,0.72,Good but not consistent,0.81,4.6,0.88,0.69,2.87
13,8,5,2.6,4.0,0.68,Good but not consistent,0.48,3.5,0.8,0.54,3.28
18,10,1,4.9,3.3,0.77,Good but not consistent,0.5,3.8,0.7,0.7,3.62
20,9,5,4.1,4.5,0.93,Good but not consistent,0.5,3.7,0.78,0.86,3.6
19,6,3,2.3,3.9,0.97,Excellent performance and teamwork,0.69,2.9,0.97,0.81,2.78
11,7,3,2.5,4.9,0.6,Excellent performance and teamwork,0.92,2.7,0.37,0.57,3.27
9,5,4,3.2,3.3,0.88,Outstanding contribution,0.8,3.9,0.53,0.97,3.35
11,3,0,2.2,2.6,0.99,Outstanding contribution,0.87,3.8,0.81,0.56,2.62
14,0,9,2.5,4.7,0.88,Outstanding contribution,0.64,3.0,0.56,0.85,2.48
13,10,0,4.0,3.1,0.93,Late submission and weak teamwork,0.96,4.9,0.8,0.98,4.02
16,6,10,4.3,4.7,0.74,Excellent performance and teamwork,0.92,4.2,0.61,0.66,3.57
5,0,0,2.4,4.3,0.85,Outstanding contribution,0.94,3.0,0.56,0.48,2.37
13,1,11,4.4,3.3,0.69,Excellent performance and teamwork,0.97,4.0,0.67,0.61,2.8
16,10,6,3.2,2.5,0.77,Very committed and reliable,0.89,3.6,0.35,0.88,3.18
7,6,1,4.5,3.9,0.92,Outstanding contribution,0.66,2.8,0.46,0.78,3.99
6,5,1,2.4,3.1,0.77,Excellent performance and teamwork,0.78,3.1,0.39,0.95,3.36
5,5,0,4.8,5.0,0.93,Very committed and reliable,0.43,3.4,0.92,0.93,4.6
18,12,3,2.0,4.4,0.65,Outstanding contribution,0.81,3.7,0.9,0.97,3.35
11,10,0,3.9,2.6,0.81,Outstanding contribution,0.47,2.9,0.91,0.78,3.65
14,8,3,4.0,3.4,0.94,Very committed and reliable,0.7,5.0,0.77,0.45,3.81
8,2,3,3.3,2.3,0.63,Good but not consistent,0.7,2.7,0.61,0.52,2.35
17,17,0,4.4,4.2,0.65,Very committed and reliable,0.92,3.1,0.64,0.53,4.17
19,9,4,4.9,3.6,0.8,Very committed and reliable,0.84,4.2,0.38,0.91,3.65
14,10,2,2.5,4.7,0.78,Outstanding contribution,0.67,4.3,0.92,0.61,3.76
6,6,0,3.9,2.4,0.9,Needs improvement in deadlines,0.65,4.7,0.85,0.65,4.15
19,16,3,4.4,4.0,0.92,Outstanding contribution,0.71,4.2,0.46,0.75,4.24
19,19,0,2.7,3.2,0.84,Excellent performance and teamwork,0.82,3.6,0.41,0.43,3.82
6,0,1,3.6,2.1,0.62,Outstanding contribution,0.55,2.8,0.56,0.5,2.01
15,15,0,4.7,3.2,0.72,Good but not consistent,0.43,3.8,0.41,0.95,4.2
12,4,6,2.2,4.5,0.76,Good but not consistent,0.79,4.5,0.45,0.56,3.12
6,3,3,4.3,2.9,0.63,Late submission and weak teamwork,0.93,2.8,0.96,0.97,3.06
8,8,0,2.7,2.3,0.85,Late submission and weak teamwork,0.9,3.6,0.61,0.63,3.65
7,3,4,4.8,4.5,0.82,Good but not consistent,0.87,3.3,0.67,0.7,3.57
16,11,1,2.4,3.1,0.76,Needs improvement in deadlines,0.5,2.6,0.71,0.67,3.03
5,3,0,2.8,2.9,0.83,Good but not consistent,0.99,3.6,0.45,0.91,3.18
16,8,2,2.6,3.9,0.72,Needs improvement in deadlines,0.48,3.3,0.54,0.5,3.07
19,8,11,4.1,3.3,0.94,Excellent performance and teamwork,0.44,3.7,0.6,0.93,3.32
13,4,9,2.8,4.8,0.84,Outstanding contribution,0.71,4.3,0.7,0.93,3.26
12,5,1,4.3,4.8,0.94,Very committed and reliable,0.91,2.7,0.96,0.43,3.46
16,16,0,2.9,3.9,0.64,Very committed and reliable,0.51,3.6,0.68,0.43,3.9
12,2,8,3.5,2.4,0.67,Very committed and reliable,0.63,5.0,0.7,0.92,2.77
6,1,3,3.5,3.0,0.75,Outstanding contribution,0.49,4.0,0.69,0.99,2.73
10,0,0,4.7,4.9,0.84,Good but not consistent,0.9,2.6,0.56,0.45,2.86
10,0,1,2.2,4.1,0.8,Needs improvement in deadlines,0.8,4.4,0.68,0.73,2.54
16,5,5,4.2,3.0,0.68,Very committed and reliable,0.49,3.0,0.54,0.78,2.85
12,5,2,3.1,3.2,0.71,Needs improvement in deadlines,0.9,2.9,0.9,0.9,2.82
19,14,1,2.5,4.3,0.7,Needs improvement in deadlines,0.5,4.6,0.52,0.69,3.74
